latitude,longitude,rainfall_mm,temperature_c,humidity,elevation_m,flood_risk_score,terrain_type
18.861663446573512,78.83558373553426,218.99949329699112,25,43.91296329635332,377.46543346509554,0,Unknown
35.57071488588757,77.6544507907107,55.35359867961347,25,27.58542201296464,7330.608874898443,0,Unknown
29.227824312530743,73.10846346258295,103.99190831096584,25,30.10873799777728,2205.873487831239,0,Unknown
25.361096041714063,85.61073343294315,198.98419105734547,25,34.45369025447374,2512.277799820728,0,Unknown
12.52454057283066,81.82210065475024,144.626803357344,25,36.29226674919587,2001.8182228307624,0,Unknown
12.523841089749876,93.10532877739612,221.57131159046816,25,39.38094473684352,7433.062835803919,0,Unknown
9.684424752877783,68.93117783397969,288.362370366858,25,40.436802317079554,8661.324855354962,0,Unknown
33.11910822747312,86.67216989909866,34.96400631455925,25,56.45730763900288,6681.891487428953,0,Unknown
25.432335340553056,90.12551747683528,212.8703149194183,25,60.7658552660833,7287.016909431395,0,Unknown
28.53410475608532,90.0251105064609,69.10324668963436,25,44.71033665010848,5490.1880746751,0,Unknown
8.59695033457827,93.69614504577024,124.34301822227076,25,92.58371359365826,4678.600389492043,0,Unknown
36.12738571269784,89.14197854205533,9.858817738541948,25,64.25117786711637,6384.522186386477,0,Unknown
32.140836583212234,94.9064917877832,40.77221468780968,25,82.99815424267254,316.4299516774373,0,Unknown
14.157834209670009,77.64704139480585,95.9331867146699,25,93.93902659366746,543.2718505388541,0,Unknown
13.27292404900592,82.59307308579474,102.59574158639548,25,33.05080916606442,6080.995826922073,0,Unknown
13.31873078574958,68.40831023520383,269.8755649386287,25,54.229958697250765,2964.6990466662896,0,Unknown
16.823025045826594,68.20177003179545,222.5438727799545,25,54.65683213716871,4325.206385854334,0,Unknown
23.2179365173349,74.96367199309408,291.6548904561123,25,48.35778003506833,6919.070203262884,0,Unknown
20.52640554062136,70.92340871703347,179.72145310057215,25,20.712469324131195,5106.693173584551,0,Unknown
16.445645065743214,75.54612967013685,72.51411962739539,25,85.2777686222476,7124.957067018735,0,Unknown
25.743733946949003,73.13425554132353,98.29650897649286,25,28.924745724312224,3708.6855827258537,0,Unknown
12.045321958909213,68.8270807203208,95.95077698759012,25,99.63844783374071,2543.121827092228,0,Unknown
16.472194807521326,94.36982024577544,97.94829829897547,25,81.83667935289452,2077.8369698044708,0,Unknown
18.62449345551706,68.23847081027786,201.8892519335447,25,66.40080140852116,1165.113055095648,0,Unknown
21.226029542294043,89.34638218577547,159.24237842712486,25,32.3685134193278,325.5756290799835,0,Unknown
30.770102880397395,72.41228872066598,115.62725342599327,25,61.23143771145976,470.2624907667637,0,Unknown
13.790539682592431,94.4546590379884,44.72693061861498,25,40.88869926862471,2397.79762247114,0,Unknown
22.912798713994736,93.89108224810668,6.641748882643772,25,40.18580196344556,2463.3946347607557,0,Unknown
25.180022496999232,86.96313324470846,65.65040327630778,25,86.36233995059884,3378.0295128858484,0,Unknown
9.347061968879936,87.49479034421755,32.24142119060438,25,50.451553916754776,5234.630500727145,0,Unknown
25.618800705141712,68.15483511712097,235.6335092556718,25,56.05790427126433,6718.282286848474,0,Unknown
12.945199586931455,96.56127541729448,33.74938734416561,25,87.43717902240947,1749.293911303884,0,Unknown
9.886496196573106,93.4571455036986,217.26847119205084,25,27.023250057507404,6717.8278665478565,0,Unknown
35.51768058034666,93.95808054617268,115.6976069328248,25,67.56942824728397,1229.7793418980218,0,Unknown
36.00332895916222,87.11809157447529,22.01351692313279,25,66.25725450984302,8747.961155863997,0,Unknown
31.443523095377373,77.99882093098157,243.8190148294757,25,54.017165541334016,2521.978912714964,0,Unknown
16.83379930602775,93.91581082362394,173.889171070984,25,86.38197131392744,7408.740210102313,0,Unknown
10.832491306185132,76.45399091638458,70.72845385907192,25,95.4312049068554,1685.241645163229,0,Unknown
27.84275776885255,84.31863475692388,268.4043522998004,25,57.22686895308886,8411.287321308848,0,Unknown
20.76442231844844,70.89219819797259,13.577494161165438,25,56.49176407987198,7313.993795557651,0,Unknown
11.539108810498586,94.73671327384976,60.54588245932887,25,60.16509837365958,3179.876177320158,0,Unknown
22.36013039322684,72.08234327536519,225.6140783417583,25,77.84992246664493,3729.181832487273,0,Unknown
8.997267112341333,74.52200736618181,212.8133790929668,25,73.44482325591699,33.958566691292454,0,Unknown
34.37029166028468,84.18589058571823,86.7815081173434,25,37.826795936550965,2224.672497681122,0,Unknown
15.504619466400491,90.15869700617648,18.607462605834936,25,25.111627887947463,2559.695042262867,0,Unknown
27.21314624626548,85.96118787215266,257.4234216674831,25,95.94033038534316,4005.832008397447,0,Unknown
17.03962120659292,74.73188347120453,94.10929142097078,25,40.88558077869634,1230.312754229235,0,Unknown
23.081972614156516,68.02734823329722,58.714024478479566,25,71.08773477524734,4236.129426105662,0,Unknown
23.85459810095511,89.95736682891574,154.81854670829313,25,86.27504021949778,5914.609158989542,0,Unknown
13.360779210240285,96.57101245142172,273.0681597847342,25,44.0221400437749,3285.105773972082,0,Unknown
36.1179542051722,91.48748048887664,13.063973353012605,25,70.8346730925543,2054.463798203774,0,Unknown
30.478851877472323,81.34599192654184,229.74122640926632,25,28.632019291937997,4846.19547656806,0,Unknown
35.24546930536148,94.20925058057408,171.74196838161268,25,97.59451555005286,256.62653339253086,0,Unknown
33.94999316240182,79.88558252043215,127.63473496554508,25,24.65266200405007,3015.729764470012,0,Unknown
25.339099385521468,83.22308844306056,223.224133231518,25,55.053973907278106,4668.118469250108,0,Unknown
34.73435281567039,81.83676325447482,289.7473273324897,25,62.94553936480186,2971.537237724526,0,Unknown
10.566282559505666,80.98109230730023,68.76186334880731,25,83.23854229306912,3056.3772581109256,0,Unknown
13.68350301015521,90.48053230952328,43.09420952163588,25,29.690281365793695,7505.728871013975,0,Unknown
9.311591378405604,83.27629831081526,273.8645235668091,25,55.26463790841412,8263.959333102815,0,Unknown
17.434579592134668,77.18479653873126,200.6859232371911,25,43.976925563476186,7320.770143740932,0,Unknown
19.27164140099498,75.48658686209588,131.3958064685898,25,44.9608572554672,874.7791982944723,0,Unknown
15.869121921442982,69.09467219205557,171.97787107928494,25,82.30303328522007,2563.641147883055,0,Unknown
32.03338776540595,84.91265969460834,223.6841715528732,25,20.43687560254665,6293.53255648785,0,Unknown
18.34584647411409,74.66888104662999,231.9095696117152,25,79.9266913068773,8621.427450183519,0,Unknown
16.147100780934043,72.29588373847511,275.96825424568937,25,84.8318744098485,2143.7071408632737,0,Unknown
23.738186411589204,86.96106895100266,128.0528366686868,25,92.10897950736552,7947.366318982131,0,Unknown
12.086802524268116,87.75506847682492,88.02327300581851,25,70.15054425843869,6538.804606418827,0,Unknown
31.26371244186715,89.81249187547232,191.89928003695255,25,46.6764262617793,8701.5688417261,0,Unknown
10.161968666713353,82.60372999381916,124.7183697838591,25,54.178778603909656,828.0443424508633,0,Unknown
36.619721161415,93.92758355091271,178.37953618469336,25,97.57888658299434,3492.710380011994,0,Unknown
30.395098309603064,95.1539398485486,125.99573953678504,25,90.49494611486818,4230.36154065566,0,Unknown
13.762754764491,91.4137572539822,45.89873600345234,25,57.08207272795536,5946.587068164029,0,Unknown
8.16014139658447,86.43221097823744,140.82802549768752,25,95.4450405688738,5786.344576962341,0,Unknown
31.64838142519019,76.80790765414447,207.27534658230985,25,85.83639003251672,8019.343610031513,0,Unknown
28.49886297158089,96.50540272698642,239.78514230029492,25,92.08718893278358,7420.57978866156,0,Unknown
29.14120787318863,75.94994884856621,147.99788303896406,25,74.63817876607368,489.9373745703575,0,Unknown
30.366840053892428,73.8770507377225,49.57136706312028,25,88.6123234769596,4304.907008391481,0,Unknown
10.14729490028862,80.8224692998109,124.40631289482948,25,91.34129130674606,3601.677764978593,0,Unknown
18.395506127783904,69.64837655065926,235.88817865250948,25,27.361326763253714,8822.735301576517,0,Unknown
11.360202726228762,96.37633947548191,123.85778118512184,25,97.21735813285268,3780.380502675259,0,Unknown
33.02999935039222,85.06457313607632,208.9592380812667,25,46.689047901125065,6039.814150743769,0,Unknown
26.07564567799918,84.15161065826108,152.16410450342693,25,55.19196076666844,2516.631624368664,0,Unknown
17.596042720726828,87.01809211709187,72.36693753281901,25,83.35230073542522,5438.237001956951,0,Unknown
9.843192158294686,82.41368578553899,238.8451524069223,25,73.19170444579981,1828.289568095898,0,Unknown
17.018487329754205,68.92984199574171,25.26403622120611,25,91.44479299488458,5340.711689187766,0,Unknown
17.430316338775665,85.75702737637151,157.46708482654518,25,52.04590006214177,7681.747231026457,0,Unknown
29.158579171803854,88.7690424317365,62.667310273021485,25,49.863053094092685,170.21597871320915,0,Unknown
26.48916666930118,80.08572275809755,20.119688562412698,25,22.53510796330557,4464.580551604133,0,Unknown
33.72916953471347,89.9615715900646,150.88018112497463,25,57.01803013357264,8692.01528430541,0,Unknown
21.69423282969653,74.5830376808142,149.86864678047706,25,77.92566162632869,1409.1547986227358,0,Unknown
11.468233132210749,74.41702114091933,212.07027050271623,25,44.09429741009728,1622.8322785765647,0,Unknown
28.68409882946685,72.68109264293965,223.42520791557143,25,57.01812109390731,4165.848284306453,0,Unknown
30.062766409890024,78.7878480338857,218.33744660786903,25,37.55182147882224,7706.547659532493,0,Unknown
24.27703872951539,92.56334902628342,122.8676198750265,25,81.82302446971686,4979.297024299588,0,Unknown
30.358048218682267,92.00944980232286,189.5069361679688,25,24.840924907291768,4501.054087160528,0,Unknown
22.32007229456733,79.10190203094162,173.0835727931881,25,76.43064440003985,767.6264589576881,0,Unknown
23.159252052077825,85.08444334342686,126.46852683507588,25,50.31520093959868,8511.652256956777,0,Unknown
20.39868953239794,88.90367317777256,179.16380825579796,25,23.32768555096966,3071.2817617323785,0,Unknown
8.737154675578761,74.99499646421266,284.1743630118788,25,88.27756698334287,2227.9896822016344,0,Unknown
11.128851382805829,72.87609149094766,57.86812310441321,25,59.017749054493216,3643.1104230865208,0,Unknown
8.911446384915294,96.19078380315702,271.7316287356579,25,67.94551756929033,3664.683766773093,0,Unknown
26.45590192664963,85.90916208307894,16.03665419495951,25,78.56245532195655,4057.100946025871,0,Unknown
